9,RTM,np,Chaîne,np,Internationale,np,le,det,journal,nc,I-org.
16,vendredi,nc,à_la,adv,mosquée,nc,Mohamed,np,V,np,B-geoloc.
17,à_la,adv,mosquée,nc,Mohamed,np,V,np,de,prep,I-geoloc.
18,mosquée,nc,Mohamed,np,V,np,de,prep,Tanger,np,I-geoloc.
19,Mohamed,np,V,np,de,prep,Tanger,np,POINT,ponctw,I-geoloc.
20,V,np,de,prep,Tanger,np,POINT,ponctw,XX,XX,I-geoloc.
1,XX,XX,le,det,collectif,adj,des,prep,associations,nc,B-org.
2,le,det,collectif,adj,des,prep,associations,nc,des,prep,I-org.
3,collectif,adj,des,prep,associations,nc,des,prep,droits,nc,I-org.
4,des,prep,associations,nc,des,prep,droits,nc,de,prep,I-org.
5,associations,nc,des,prep,droits,nc,de,prep,l',det,I-org.
6,des,prep,droits,nc,de,prep,l',det,Homme,np,I-org.
7,droits,nc,de,prep,l',det,Homme,np,au,prep,I-org.
8,de,prep,l',det,Homme,np,au,prep,Sahara,np,I-org.
9,l',det,Homme,np,au,prep,Sahara,np,appellent,v,I-org.
10,Homme,np,au,prep,Sahara,np,appellent,v,Kofi_Annan,np,I-org.
12,Sahara,np,appellent,v,Kofi_Annan,np,à,prep,intervenir,v,B-person.
29,séquestrés,v,de,prep,Tindouf,np,POINT,ponctw,XX,XX,B-geoloc.
0,XX,XX,XX,XX,Golfe,np,VIRGULE,ponctw,les,det,B-geoloc.
6,VIRGULE,ponctw,l',det,!,ponctw,XX,XX,XX,XX,B-org.
13,formation,nc,du,prep,Conseil,nc,de,prep,gouvernement,nc,B-org.
14,du,prep,Conseil,nc,de,prep,gouvernement,nc,transitoire,adj,I-org.
15,Conseil,nc,de,prep,gouvernement,nc,transitoire,adj,VIRGULE,ponctw,I-org.
16,de,prep,gouvernement,nc,transitoire,adj,VIRGULE,ponctw,tandis_que,csu,I-org.
10,le,det,roi,nc,Mohamed,np,VI,np,Amir,np,B-person.
11,roi,nc,Mohamed,np,VI,np,Amir,np,Al,np,I-person.
25,mosquée,nc,à_la,adv,mosquée,nc,Mohamed,np,V,np,B-geoloc.
26,à_la,adv,mosquée,nc,Mohamed,np,V,np,de,prep,I-geoloc.
27,mosquée,nc,Mohamed,np,V,np,de,prep,Tanger,np,I-geoloc.
28,Mohamed,np,V,np,de,prep,Tanger,np,POINT,ponctw,I-geoloc.
29,V,np,de,prep,Tanger,np,POINT,ponctw,XX,XX,I-geoloc.
11,salué,v,par,prep,Mustapha,np,Sahel,np,VIRGULE,ponctw,B-person.
12,par,prep,Mustapha,np,Sahel,np,VIRGULE,ponctw,ministre,nc,I-person.
29,président,nc,du,prep,Conseil,np,régional,adj,des,prep,B-org.
49,le,det,roi,nc,Mohamed,np,VI,np,Amir,np,B-person.
50,roi,nc,Mohamed,np,VI,np,Amir,np,Al,np,I-person.
51,Mohamed,np,VI,np,Amir,np,Al,np,Mouminine,np,B-person.
52,VI,np,Amir,np,Al,np,Mouminine,np,a,v,I-person.
53,Amir,np,Al,np,Mouminine,np,a,v,été,v,I-person.
58,salué,v,par,prep,Ahmed,np,Taoufik,np,ministre,nc,B-person.
59,par,prep,Ahmed,np,Taoufik,np,ministre,nc,des,prep,I-person.
8,le,det,roi,nc,Mohamed,np,VI,np,Amir,np,B-person.
9,roi,nc,Mohamed,np,VI,np,Amir,np,Al,np,I-person.
17,Homme,np,au,prep,Sahara,np,a,v,adressé,v,B-geoloc.
26,général,adj,des,prep,Nations_unies,np,Kofi_Annan,np,VIRGULE,ponctw,B-org.
27,des,prep,Nations_unies,np,Kofi_Annan,np,VIRGULE,ponctw,l',det,B-person.
45,camps,nc,de,prep,Tindouf,np,POINT,ponctw,XX,XX,B-geoloc.
34,camps,nc,de,prep,Tindouf,np,VIRGULE,ponctw,vivant,v,B-geoloc.
54,par,prep,le,det,Polisario,np,comme,prep,moyen,nc,B-org.
3,Premier,np,ministre,nc,Driss,np,Jettou,np,a,v,B-person.
4,ministre,nc,Driss,np,Jettou,np,a,v,présidé,v,I-person.
8,présidé,v,à,prep,Rabat,np,le,det,Conseil,np,B-geoloc.
15,de,prep,l',det,Agence,np,nationale,adj,de,prep,B-org.
16,l',det,Agence,np,nationale,adj,de,prep,réglementation,nc,I-org.
17,Agence,np,nationale,adj,de,prep,réglementation,nc,des,prep,I-org.
18,nationale,adj,de,prep,réglementation,nc,des,prep,communications,nc,I-org.
19,de,prep,réglementation,nc,des,prep,communications,nc,appelé,v,I-org.
20,réglementation,nc,des,prep,communications,nc,appelé,v,lors_de,prep,I-org.
6,la,det,formation,nc,Driss,np,Jettou,np,a,v,B-person.
7,formation,nc,Driss,np,Jettou,np,a,v,appelé,v,I-person.
19,de,prep,l',det,Institut,np,national,adj,des,prep,B-org.
20,l',det,Institut,np,national,adj,des,prep,postes,nc,I-org.
21,Institut,np,national,adj,des,prep,postes,nc,et,coo,I-org.
22,national,adj,des,prep,postes,nc,et,coo,télécommunications,nc,I-org.
23,des,prep,postes,nc,et,coo,télécommunications,nc,VIRGULE,ponctw,I-org.
24,postes,nc,et,coo,télécommunications,nc,VIRGULE,ponctw,visant,v,I-org.
57,de,prep,l',det,ANRT,np,a,v,re,v,B-org.
5,VIRGULE,ponctw,le,det,Golfe,np,VIRGULE,ponctw,les,det,B-geoloc.
11,VIRGULE,ponctw,l',det,!,ponctw,XX,XX,XX,XX,B-org.
17,vendredi,nc,à,prep,Ramadi,np,à,prep,cent,det,B-geoloc.
25,ouest,nc,de,prep,Bagdad,np,VIRGULE,ponctw,où,prorel,B-geoloc.
1,XX,XX,à,prep,Faloudja,np,les,det,forces,nc,B-geoloc.
4,américaines,adj,en,prep,Irak,np,qui,prorel,ont,v,B-geoloc.
46,guerre,nc,en,prep,Irak,np,POINT,poncts,XX,XX,B-geoloc.
2,direction,nc,le,det,Proche_Orient,np,où,prorel,l',det,B-geoloc.
15,palestiniennes,adj,à,prep,Rafa,np,et,coo,a,v,B-geoloc.
28,de,prep,la,det,bande,nc,de,prep,Gaza,np,B-geoloc.
29,la,det,bande,nc,de,prep,Gaza,np,et,coo,I-geoloc.
30,bande,nc,de,prep,Gaza,np,et,coo,dans,prep,I-geoloc.
36,localité,nc,de,prep,Khan,np,Younès,np,VIRGULE,ponctw,B-geoloc.
37,de,prep,Khan,np,Younès,np,VIRGULE,ponctw,des,det,I-geoloc.
63,avec,prep,l',det,Égypte,np,à_l'aide_de,prep,bulldozer,nc,B-geoloc.
11,dans,prep,la,det,bande,nc,de,prep,Gaza,np,B-geoloc.
12,la,det,bande,nc,de,prep,Gaza,np,depuis_que,csu,I-geoloc.
13,bande,nc,de,prep,Gaza,np,depuis_que,csu,les,det,I-geoloc.
17,réfugiés,nc,de,prep,Khan,np,Younès,np,et,coo,B-geoloc.
18,de,prep,Khan,np,Younès,np,et,coo,contre,prep,I-geoloc.
28,nationale,adj,à,prep,Rafa,np,sans,prep,faire,v,B-geoloc.
21,président,nc,américain,adj,George,np,Bush,np,est,v,B-person.
22,américain,adj,George,np,Bush,np,est,v,arrivé,v,I-person.
26,arrivé,v,au,prep,Nigéria,np,VIRGULE,ponctw,cinquième,adj,B-geoloc.
41,stratégiques,adj,de,prep,Washington,np,dans,prep,le,det,B-org.
57,destination,nc,des,prep,États_Unis,np,VIRGULE,ponctw,qu',csu,B-geoloc.
94,que,csu,la,det,Cedeao,np,VIRGULE,ponctw,la,det,B-org.
97,VIRGULE,ponctw,la,det,Communauté,np,économique,adj,des,prep,B-org.
98,la,det,Communauté,np,économique,adj,des,prep,états,nc,I-org.
99,Communauté,np,économique,adj,des,prep,états,nc,d',prep,I-org.
100,économique,adj,des,prep,états,nc,d',prep,Afrique,np,I-org.
101,des,prep,états,nc,d',prep,Afrique,np,de,prep,I-org.
102,états,nc,d',prep,Afrique,np,de,prep,l',det,I-org.
111,déployer,v,au,prep,Libéria,np,POINT,ponctw,XX,XX,B-geoloc.
4,d',prep,État,nc,Colin,np,Powell,np,qui,prorel,B-person.
5,État,nc,Colin,np,Powell,np,qui,prorel,accompagne,v,I-person.
37,que,csu,les,det,États_Unis,np,interviendraient,v,pour,prep,B-org.
5,journal,nc,le,det,Raja,np,de,prep,Casablanca,np,B-org.
6,le,det,Raja,np,de,prep,Casablanca,np,a,v,I-org.
7,Raja,np,de,prep,Casablanca,np,a,v,battu,v,I-org.
14,jordanien,adj,d',prep,Al,np,Fayçali,np,par,prep,B-org.
15,d',prep,Al,np,Fayçali,np,par,prep,un,det,I-org.
24,après_midi,nc,au,prep,stade,nc,international,adj,du,prep,B-geoloc.
25,au,prep,stade,nc,international,adj,du,prep,Caire,np,I-geoloc.
26,stade,nc,international,adj,du,prep,Caire,np,VIRGULE,ponctw,I-geoloc.
27,international,adj,du,prep,Caire,np,VIRGULE,ponctw,en,prep,I-geoloc.
11,inscrit,v,par,prep,Mohamed,np,Harouach,np,à_la,prep,B-person.
12,par,prep,Mohamed,np,Harouach,np,à_la,prep,quarante,pro,I-person.
3,les,det,marocains,nc,Mohamed,np,Raziq,np,et,coo,B-person.
4,marocains,nc,Mohamed,np,Raziq,np,et,coo,Mouhcine,np,I-person.
38,déroule,v,à,prep,*,ponctw,Sherbrooke,np,au,prep,B-geoloc.
39,à,prep,*,ponctw,Sherbrooke,np,au,prep,Canada,np,I-geoloc.
41,Sherbrooke,np,au,prep,Canada,np,POINT,ponctw,XX,XX,B-geoloc.
0,XX,XX,XX,XX,Raziq,np,a,v,atteint,v,B-person.
23,récemment,adv,à,prep,Damas,np,en,prep,dominant,v,B-geoloc.
72,quinze,det,ans,nc,Soufiane,np,Rochdi,np,a,v,B-person.
73,ans,nc,Soufiane,np,Rochdi,np,a,v,pris,v,I-person.
86,sa,det,compatriote,nc,Maha,np,Hamoudi,np,POINT,ponctw,B-person.
87,compatriote,nc,Maha,np,Hamoudi,np,POINT,ponctw,XX,XX,I-person.
8,ans,nc,VIRGULE,ponctw,Hicham,np,El,np,Yakoubi,np,B-person.
9,VIRGULE,ponctw,Hicham,np,El,np,Yakoubi,np,a,v,I-person.
10,Hicham,np,El,np,Yakoubi,np,a,v,pris,v,I-person.
17,place,nc,alors_que,csu,Aziz,np,Lahlou,np,s',clr,B-person.
18,alors_que,csu,Aziz,np,Lahlou,np,s',clr,est,v,I-person.
24,cinquième,adj,et,coo,Ghazali,np,Reda,np,huitième,adj,B-person.
25,et,coo,Ghazali,np,Reda,np,huitième,adj,POINT,ponctw,I-person.
11,vendredi,nc,à_la,adv,mosquée,nc,Mohamed,np,V,np,B-geoloc.
12,à_la,adv,mosquée,nc,Mohamed,np,V,np,de,prep,I-geoloc.
13,mosquée,nc,Mohamed,np,V,np,de,prep,Tanger,np,I-geoloc.
14,Mohamed,np,V,np,de,prep,Tanger,np,POINT,ponctw,I-geoloc.
15,V,np,de,prep,Tanger,np,POINT,ponctw,XX,XX,I-geoloc.
1,XX,XX,le,det,collectif,adj,des,prep,associations,nc,B-org.
2,le,det,collectif,adj,des,prep,associations,nc,des,prep,I-org.
3,collectif,adj,des,prep,associations,nc,des,prep,droits,nc,I-org.
4,des,prep,associations,nc,des,prep,droits,nc,de,prep,I-org.
5,associations,nc,des,prep,droits,nc,de,prep,l',det,I-org.
6,des,prep,droits,nc,de,prep,l',det,Homme,np,I-org.
7,droits,nc,de,prep,l',det,Homme,np,au,prep,I-org.
8,de,prep,l',det,Homme,np,au,prep,Sahara,np,I-org.
10,Homme,np,au,prep,Sahara,np,appellent,v,Kofi_Annan,np,B-geoloc.
12,Sahara,np,appellent,v,Kofi_Annan,np,à,prep,intervenir,v,B-person.
23,séquestrés,v,de,prep,Tindouf,np,POINT,ponctw,XX,XX,B-geoloc.
0,XX,XX,XX,XX,Golfe,np,VIRGULE,ponctw,les,det,B-geoloc.
6,VIRGULE,ponctw,l',det,!,ponctw,XX,XX,XX,XX,B-org.
9,écoute,nc,d',prep,RTM,np,Chaîne,np,Internationale,np,B-org.
10,d',prep,RTM,np,Chaîne,np,Internationale,np,POINT,ponctw,I-org.
11,RTM,np,Chaîne,np,Internationale,np,POINT,ponctw,XX,XX,I-org.
0,XX,XX,XX,XX,France_Inter,np,VIRGULE,ponctw,il,cln,B-org.
2,journal,nc,VIRGULE,ponctw,Christophe,np,Hondelatte,np,POINT,ponctw,B-person.
3,VIRGULE,ponctw,Christophe,np,Hondelatte,np,POINT,ponctw,XX,XX,I-person.
8,matin,nc,en,prep,Yougoslavie,np,POINT,ponctw,XX,XX,B-geoloc.
13,zone,nc,au,prep,Kosovo,np,POINT,poncts,XX,XX,B-geoloc.
4,de,prep,la,det,KFOR,np,devraient,v,entrer,v,B-org.
8,entrer,v,au,prep,Kosovo,np,demain,prep,samedi,nc,B-geoloc.
6,ligne,nc,avec,prep,Laurence,np,Simon,np,qui,prorel,B-person.
7,avec,prep,Laurence,np,Simon,np,qui,prorel,est,v,I-person.
14,matin,nc,à,prep,Pristina,np,VIRGULE,ponctw,la,det,B-geoloc.
19,capitale,nc,du,prep,Kosovo,np,POINT,ponctw,XX,XX,B-geoloc.
20,installe,v,en,prep,France,np,VIRGULE,ponctw,mais,coo,B-geoloc.
0,XX,XX,XX,XX,l',det,équipe,nc,de,prep,B-org.
1,XX,XX,l',det,équipe,nc,de,prep,France,np,I-org.
2,l',det,équipe,nc,de,prep,France,np,de,prep,I-org.
3,équipe,nc,de,prep,France,np,de,prep,handball,nc,I-org.
17,face_à,prep,l',det,Espagne,np,VIRGULE,ponctw,vingt,det,B-org.
9,politique,adj,de,prep,Gilbert,np,Denoyan,np,VIRGULE,ponctw,B-person.
10,de,prep,Gilbert,np,Denoyan,np,VIRGULE,ponctw,dernière,adj,I-person.
12,Denoyan,np,VIRGULE,ponctw,dernière,adj,édition,nc,POINT,ponctw,B-org.
13,VIRGULE,ponctw,dernière,adj,édition,nc,POINT,ponctw,XX,XX,I-org.
3,soir,nc,VIRGULE,ponctw,Roland,np,Cayrol,np,VIRGULE,ponctw,B-person.
4,VIRGULE,ponctw,Roland,np,Cayrol,np,VIRGULE,ponctw,le,det,I-person.
13,de,prep,sondages,nc,CSA,np,POINT,ponctw,XX,XX,B-org.
0,XX,XX,XX,XX,France_Inter,np,POINT,ponctw,XX,XX,B-org.
20,premier,adj,au,prep,Kosovo,np,POINT,poncts,XX,XX,B-geoloc.
4,personne,nc,VIRGULE,ponctw,Moscou,np,a,v,envoyé,v,B-org.
17,basés,v,en,prep,Bosnie,np,VIRGULE,ponctw,qui,prorel,B-geoloc.
8,rentrés,v,au,prep,Kosovo,np,VIRGULE,ponctw,à,prep,B-geoloc.
5,êtes,v,à,prep,Moscou,np,VIRGULE,ponctw,bonsoir,nc,B-geoloc.
4,venus,v,de,prep,Bosnie,np,car,coo,ils,cln,B-geoloc.
11,de,prep,la,det,SFOR,np,VIRGULE,ponctw,mais,coo,B-org.
20,pouvait,v,lire,v,KFOR,np,VIRGULE,ponctw,c',cln,B-org.
6,faire,v,en,prep,Yougoslavie,np,à_la,prep,frontière,nc,B-geoloc.
12,euh,np,le,det,Kosovo,np,POINT,poncts,XX,XX,B-geoloc.
20,paix,nc,au,prep,Kosovo,np,POINT,poncts,XX,XX,B-geoloc.
13,venus,v,de,prep,Bosnie,np,allaient,v,entrer,v,B-geoloc.
17,entrer,v,au,prep,Kosovo,np,POINT,poncts,XX,XX,B-geoloc.
25,de,prep,la,det,Russie,np,VIRGULE,ponctw,justement,adv,B-org.
14,russes,adj,en,prep,Yougoslavie,np,s',clr,est,v,B-geoloc.
24,était,v,à,prep,Moscou,np,VIRGULE,ponctw,justement,adv,B-geoloc.
45,négociateur,nc,américain,adj,Strobe,np,Talbott,np,VIRGULE,ponctw,B-person.
46,américain,adj,Strobe,np,Talbott,np,VIRGULE,ponctw,lui,pro,I-person.
53,déjà,adv,quitté,v,Moscou,np,quand,csu,il,cln,B-geoloc.
12,ce,det,soir,nc,Igor,np,Ivanov,np,pour,prep,B-person.
13,soir,nc,Igor,np,Ivanov,np,pour,prep,lui,clo,I-person.
18,eux,pro,au,prep,Kosovo,np,POINT,poncts,XX,XX,B-geoloc.
5,le,det,général,adj,Ivahov,np,qui,prorel,dirige,v,B-person.
20,entrer,v,en,prep,Yougoslavie,np,sans,prep,eux,pro,B-geoloc.
3,émissaire,nc,américain,adj,Strobe,np,Talbott,np,attendu,v,B-person.
4,américain,adj,Strobe,np,Talbott,np,attendu,v,vers,prep,I-person.
19,retourner,v,à,prep,Moscou,np,VIRGULE,ponctw,on,cln,B-geoloc.
32,vouloir,v,d'ailleurs,adv,Evgueni,np,Primakov,np,qui,prorel,B-person.
33,d'ailleurs,adv,Evgueni,np,Primakov,np,qui,prorel,euh,v,I-person.
5,du,prep,général,nc,Clark,np,qui,prorel,devait,v,B-person.
10,arrivée,nc,en,prep,Serbie,np,de,prep,ces,det,B-geoloc.
7,pas,advneg,au,prep,Kosovo,np,sans,prep,accord,nc,B-geoloc.
23,le,det,général,nc,Clark,np,VIRGULE,ponctw,qui,prorel,B-person.
36,de,prep,la,det,KFOR,np,POINT,ponctw,XX,XX,B-org.
1,XX,XX,merci,nc,Dominique,np,POINT,ponctw,XX,XX,B-person.
18,vers,prep,le,det,Kosovo,np,VIRGULE,ponctw,on,cln,B-geoloc.
8,mais,coo,VIRGULE,ponctw,Pierre,np,Billaud,np,vous,cln,B-person.
9,VIRGULE,ponctw,Pierre,np,Billaud,np,vous,cln,êtes,v,I-person.
13,ici,adv,en,prep,Macédoine,np,POINT,ponctw,XX,XX,B-geoloc.
7,poste,nc,de,prep,Blace,np,on,cln,a,v,B-geoloc.
23,de,prep,la,det,KFOR,np,qui,prorel,prenaient,v,B-org.
14,entrée,nc,au,prep,Kosovo,np,POINT,poncts,XX,XX,B-geoloc.
33,région,nc,de,prep,Mitrovica,np,au,prep,nord,nc,B-geoloc.
37,nord,nc,du,prep,Kosovo,np,POINT,ponctw,XX,XX,B-geoloc.
7,base,nc,de,prep,Kumanovo,np,où,prorel,l'on,cln,B-geoloc.
17,les,det,hélicoptères,nc,Puma,np,euh,np,bien,adv,B-product.
32,Défense,np,VIRGULE,ponctw,Alain,np,Richard,np,POINT,ponctw,B-person.
33,VIRGULE,ponctw,Alain,np,Richard,np,POINT,ponctw,XX,XX,I-person.
16,expulsés,nc,du,prep,Kosovo,np,POINT,ponctw,XX,XX,B-geoloc.
20,partir,v,au,prep,Kosovo,np,avec,prep,leurs,det,B-geoloc.
0,XX,XX,XX,XX,Pierre,np,Billaud,np,VIRGULE,ponctw,B-person.
1,XX,XX,Pierre,np,Billaud,np,VIRGULE,ponctw,envoyé,v,I-person.
6,spécial,adj,de,prep,France_Inter,np,en,prep,Macédoine,np,B-org.
8,France_Inter,np,en,prep,Macédoine,np,POINT,ponctw,XX,XX,B-geoloc.
1,XX,XX,alors,adv,Luc,np,Lemonnier,np,on,cln,B-person.
2,alors,adv,Luc,np,Lemonnier,np,on,cln,vient,v,I-person.
19,frontières,nc,du,prep,Kosovo,np,VIRGULE,ponctw,Moscou,np,B-geoloc.
21,Kosovo,np,VIRGULE,ponctw,Moscou,np,VIRGULE,ponctw,Bruxelles,np,B-geoloc.
23,Moscou,np,VIRGULE,ponctw,Bruxelles,np,VIRGULE,ponctw,*,ponctw,B-geoloc.
25,Bruxelles,np,VIRGULE,ponctw,*,ponctw,Kumanovo,np,POINT,poncts,B-geoloc.
26,VIRGULE,ponctw,*,ponctw,Kumanovo,np,POINT,poncts,XX,XX,I-geoloc.
10,entrés,v,au,prep,Kosovo,np,VIRGULE,ponctw,mais,coo,B-geoloc.
20,moment,nc,autour_du,prep,Kosovo,np,ressemble,v,aux,prep,B-geoloc.
14,le,det,circuit,nc,Kosovo,np,POINT,ponctw,XX,XX,B-geoloc.
27,discussions,nc,de,prep,Moscou,np,a,v,fait,v,B-org.
18,entrer,v,au,prep,Kosovo,np,ont,v,craint,v,B-geoloc.
14,VIRGULE,ponctw,du,prep,Kosovo,np,POINT,ponctw,XX,XX,B-geoloc.
6,spéciale,adj,en,prep,Serbie,np,a,v,pu,v,B-geoloc.
15,voiture,nc,à,prep,Pristina,np,VIRGULE,ponctw,la,det,B-geoloc.
20,capitale,nc,du,prep,Kosovo,np,POINT,ponctw,XX,XX,B-geoloc.
0,XX,XX,XX,XX,Laurence,np,POINT,ponctw,XX,XX,B-person.
1,XX,XX,bonsoir,nc,Christophe,np,POINT,ponctw,XX,XX,B-person.
3,routes,nc,du,prep,Kosovo,np,et,coo,notamment,adv,B-geoloc.
10,de,prep,la,det,Serbie,np,sont,v,encombrées,v,B-geoloc.
3,disent,v,comme,prep,Dargon,np,VIRGULE,ponctw,un,det,B-person.
20,contre,prep,l',det,UCK,nc,POINT,ponctw,XX,XX,B-org.
18,surtout,adv,pour,prep,Dargon,np,qui,prorel,est,v,B-person.
22,est,v,au,prep,Kosovo,np,depuis,prep,dix,det,B-geoloc.
18,est,v,l',det,!,ponctw,XX,XX,XX,XX,B-org.
0,XX,XX,XX,XX,Laurence,np,VIRGULE,ponctw,il,cln,B-person.
16,moment,nc,le,det,Kosovo,np,POINT,poncts,XX,XX,B-geoloc.
3,restent,v,à,prep,Urosevac,np,dont,prorel,je,cln,B-geoloc.
11,kilomètres,nc,entre,prep,Urosevac,np,et,coo,Pristina,np,B-geoloc.
13,Urosevac,np,et,coo,Pristina,np,VIRGULE,ponctw,ils,cln,B-geoloc.
6,près,adv,de,prep,Prizren,np,VIRGULE,ponctw,ils,cln,B-geoloc.
6,nuit,nc,à,prep,Pristina,np,VIRGULE,ponctw,après,prep,B-geoloc.
12,sera,v,la,det,Serbie,np,POINT,poncts,XX,XX,B-geoloc.
4,donc,adv,à,prep,Pristina,np,POINT,ponctw,XX,XX,B-geoloc.
11,capitale,nc,du,prep,Kosovo,np,aujourd'hui,adv,?,ponctw,B-geoloc.
9,qu',csu,à,prep,Belgrade,np,POINT,ponctw,XX,XX,B-geoloc.
7,informations,nc,d'ailleurs,adv,Laurence,np,sur,prep,ces,det,B-person.
18,six,det,euh,np,Mig,np,vingt,adj,et,coo,B-product.
19,euh,np,Mig,np,vingt,adj,et,coo,un,det,I-product.
20,Mig,np,vingt,adj,et,coo,un,det,yougoslaves,adj,I-product.
21,vingt,adj,et,coo,un,det,yougoslaves,adj,euh,adj,I-product.
29,envolés,v,du,prep,Kosovo,np,vers,prep,la,det,B-geoloc.
32,vers,prep,la,det,Serbie,np,VIRGULE,ponctw,qui,prorel,B-geoloc.
0,XX,XX,XX,XX,Laurence,np,Simon,np,pour,prep,B-person.
1,XX,XX,Laurence,np,Simon,np,pour,prep,ce,det,I-person.
9,donc,adv,du,prep,Kosovo,np,VIRGULE,ponctw,l'un,pro,B-geoloc.
18,direct,nc,de,prep,Pristina,np,POINT,ponctw,XX,XX,B-geoloc.
0,XX,XX,XX,XX,Laurence,np,POINT,ponctw,XX,XX,B-person.
2,vous,cln,écoutez,v,France_Inter,np,VIRGULE,ponctw,dix,det,B-org.
4,journal,nc,de,prep,Christophe,np,Hondelatte,np,POINT,ponctw,B-person.
5,de,prep,Christophe,np,Hondelatte,np,POINT,ponctw,XX,XX,I-person.
0,XX,XX,XX,XX,Ivan,np,par_exemple,adv,qu',csu,B-person.
3,par_exemple,adv,qu',csu,Herlé,np,Jouon,np,a,v,B-person.
4,qu',csu,Herlé,np,Jouon,np,a,v,rencontré,v,I-person.
17,VIRGULE,ponctw,l',det,Europe,np,on,cln,s',clr,B-org.
4,que,csu,l',det,Europe,np,c',cln,est,v,B-org.
13,par_exemple,adv,en,prep,Italie,np,POINT,ponctw,XX,XX,B-geoloc.
