231,11,à_la,prep,Mauritanie,np,POINT,ponctw,XX,XX,XX,XX,O.
233,0,XX,XX,XX,XX,attentat,nc,de,prep,Casablanca,np,O.
234,1,XX,XX,attentat,nc,de,prep,Casablanca,np,dans,prep,O.
235,2,attentat,nc,de,prep,Casablanca,np,dans,prep,le,det,B-geoloc.
238,5,dans,prep,le,det,cadre,nc,des,prep,investigations,nc,O.
239,6,le,det,cadre,nc,des,prep,investigations,nc,menées,v,O.
240,7,cadre,nc,des,prep,investigations,nc,menées,v,par,prep,O.
244,11,par,prep,la,det,police,nc,judiciaire,adj,pour,prep,O.
245,12,la,det,police,nc,judiciaire,adj,pour,prep,appréhender,v,O.
249,16,appréhender,v,les,det,personnes,nc,impliquées,v,dans,prep,O.
253,20,dans,prep,les,det,actes,nc,terroristes,adj,du,prep,O.
254,21,les,det,actes,nc,terroristes,adj,du,prep,seize,adj,O.
256,23,terroristes,adj,du,prep,seize,adj,mai,nc,VIRGULE,ponctw,O.
257,24,du,prep,seize,adj,mai,nc,VIRGULE,ponctw,vingt,det,O.
258,25,seize,adj,mai,nc,VIRGULE,ponctw,vingt,det,personnes,nc,O.
260,27,VIRGULE,ponctw,vingt,det,personnes,nc,ont,v,été,v,O.
265,32,présentées,v,au,prep,parquet,nc,près,prep,la,det,O.
268,35,près,prep,la,det,cour,nc,d',prep,appel,nc,B-geoloc.
269,36,la,det,cour,nc,d',prep,appel,nc,de,prep,I-geoloc.
270,37,cour,nc,d',prep,appel,nc,de,prep,Rabat,np,I-geoloc.
271,38,d',prep,appel,nc,de,prep,Rabat,np,POINT,ponctw,I-geoloc.
272,39,appel,nc,de,prep,Rabat,np,POINT,ponctw,XX,XX,I-geoloc.
273,40,de,prep,Rabat,np,POINT,ponctw,XX,XX,XX,XX,O.
276,1,XX,XX,au,prep,dossier,nc,international,adj,Proche_Orient,np,O.
277,2,au,prep,dossier,nc,international,adj,Proche_Orient,np,:,ponctw,O.
278,3,dossier,nc,international,adj,Proche_Orient,np,:,ponctw,XX,XX,B-geoloc.
279,4,international,adj,Proche_Orient,np,:,ponctw,XX,XX,XX,XX,O.
281,0,XX,XX,XX,XX,libération,nc,des,prep,détenus,nc,O.
282,1,XX,XX,libération,nc,des,prep,détenus,nc,reste,v,O.
283,2,libération,nc,des,prep,détenus,nc,reste,v,la,det,O.
286,5,reste,v,la,det,principale,adj,question,nc,pour,prep,O.
287,6,la,det,principale,adj,question,nc,pour,prep,les,det,O.
290,9,pour,prep,les,det,palestiniens,nc,et,coo,devait,v,O.
297,16,lors_d',prep,une,det,rencontre,nc,prévue,v,dans,prep,O.
301,20,dans,prep,la,det,soirée,nc,entre,prep,le,det,O.
304,23,entre,prep,le,det,ministre,nc,palestinien,adj,délégué,nc,O.
305,24,le,det,ministre,nc,palestinien,adj,délégué,nc,à_la,adv,O.
306,25,ministre,nc,palestinien,adj,délégué,nc,à_la,adv,sécurité,nc,O.
308,27,délégué,nc,à_la,adv,sécurité,nc,Mohammad,np,Dahlane,np,O.
309,28,à_la,adv,sécurité,nc,Mohammad,np,Dahlane,np,et,coo,B-person.
310,29,sécurité,nc,Mohammad,np,Dahlane,np,et,coo,le,det,I-person.
313,32,et,coo,le,det,ministre,nc,de,prep,la,det,O.
316,35,de,prep,la,det,défense,nc,israélien,adj,Shaul,np,O.
317,36,la,det,défense,nc,israélien,adj,Shaul,np,Mofaz,np,O.
318,37,défense,nc,israélien,adj,Shaul,np,Mofaz,np,en,prep,B-person.
319,38,israélien,adj,Shaul,np,Mofaz,np,en,prep,Irak,np,I-person.
320,39,Shaul,np,Mofaz,np,en,prep,Irak,np,deux,det,O.
321,40,Mofaz,np,en,prep,Irak,np,deux,det,soldats,nc,B-geoloc.
323,42,Irak,np,deux,det,soldats,nc,américains,adj,ont,v,O.
324,43,deux,det,soldats,nc,américains,adj,ont,v,été,v,O.
329,48,tués,v,hier,adv,soir,nc,dans,prep,le,det,O.
332,51,dans,prep,le,det,centre,nc,de,prep,l',det,O.
334,53,centre,nc,de,prep,l',det,Irak,np,lors_de,prep,O.
335,54,de,prep,l',det,Irak,np,lors_de,prep,deux,det,B-geoloc.
338,57,lors_de,prep,deux,det,attaques,nc,séparées,adj,contre,prep,O.
339,58,deux,det,attaques,nc,séparées,adj,contre,prep,des,det,O.
342,61,contre,prep,des,det,convois,nc,militaires,adj,et,coo,O.
343,62,des,det,convois,nc,militaires,adj,et,coo,le,det,O.
346,65,et,coo,le,det,président,nc,américain,adj,George,np,O.
347,66,le,det,président,nc,américain,adj,George,np,Bush,np,O.
348,67,président,nc,américain,adj,George,np,Bush,np,a,v,B-person.
349,68,américain,adj,George,np,Bush,np,a,v,reconnu,v,I-person.
353,72,reconnu,v,à,prep,*,ponctw,Gaborone,np,que,csu,B-geoloc.
354,73,à,prep,*,ponctw,Gaborone,np,que,csu,Washington,np,I-geoloc.
356,75,Gaborone,np,que,csu,Washington,np,était,v,confronté,v,B-org.
361,80,à,prep,un,det,problème,nc,de,prep,sécurité,nc,O.
362,81,un,det,problème,nc,de,prep,sécurité,nc,en,prep,O.
363,82,problème,nc,de,prep,sécurité,nc,en,prep,Irak,np,O.
364,83,de,prep,sécurité,nc,en,prep,Irak,np,POINT,poncts,O.
365,84,sécurité,nc,en,prep,Irak,np,POINT,poncts,XX,XX,B-geoloc.
370,2,enfin,adv,le,det,président,nc,américain,adj,est,v,O.
371,3,le,det,président,nc,américain,adj,est,v,attendu,v,O.
376,8,demain,adv,en,prep,Ouganda,np,avant_dernière,adj,étape,nc,B-geoloc.
377,9,en,prep,Ouganda,np,avant_dernière,adj,étape,nc,de,prep,O.
378,10,Ouganda,np,avant_dernière,adj,étape,nc,de,prep,sa,det,O.
381,13,de,prep,sa,det,tournée,nc,africaine,adj,avant,prep,O.
382,14,sa,det,tournée,nc,africaine,adj,avant,prep,le,det,O.
384,16,africaine,adj,avant,prep,le,det,Nigéria,np,POINT,ponctw,O.
385,17,avant,prep,le,det,Nigéria,np,POINT,ponctw,XX,XX,B-geoloc.
386,18,le,det,Nigéria,np,POINT,ponctw,XX,XX,XX,XX,O.
390,2,vous,cln,écoutez,v,RTM,np,Chaîne,np,Inter,np,B-org.
391,3,écoutez,v,RTM,np,Chaîne,np,Inter,np,votre,det,I-org.
392,4,RTM,np,Chaîne,np,Inter,np,votre,det,prochain,adj,I-org.
398,10,avec,prep,l',det,information,nc,à,prep,vingt,det,O.
405,17,vingt,det,trois,det,heures,nc,POINT,ponctw,XX,XX,O.
406,18,trois,det,heures,nc,POINT,ponctw,XX,XX,XX,XX,O.
410,2,vingt,det,trois,det,heures,nc,à,prep,l',det,O.
413,5,à,prep,l',det,écoute,nc,d',prep,RTM,np,O.
414,6,l',det,écoute,nc,d',prep,RTM,np,Chaîne,np,O.
415,7,écoute,nc,d',prep,RTM,np,Chaîne,np,Internationale,np,B-org.
416,8,d',prep,RTM,np,Chaîne,np,Internationale,np,le,det,I-org.
417,9,RTM,np,Chaîne,np,Internationale,np,le,det,journal,nc,I-org.
419,11,Internationale,np,le,det,journal,nc,POINT,ponctw,XX,XX,O.
420,12,le,det,journal,nc,POINT,ponctw,XX,XX,XX,XX,O.
422,0,XX,XX,XX,XX,madame,nc,VIRGULE,ponctw,monsieur,nc,O.
423,1,XX,XX,madame,nc,VIRGULE,ponctw,monsieur,nc,VIRGULE,ponctw,O.
424,2,madame,nc,VIRGULE,ponctw,monsieur,nc,VIRGULE,ponctw,bonsoir,nc,O.
425,3,VIRGULE,ponctw,monsieur,nc,VIRGULE,ponctw,bonsoir,nc,!,ponctw,O.
426,4,monsieur,nc,VIRGULE,ponctw,bonsoir,nc,!,ponctw,XX,XX,O.
427,5,VIRGULE,ponctw,bonsoir,nc,!,ponctw,XX,XX,XX,XX,O.
429,0,XX,XX,XX,XX,sommaire,nc,de,prep,cette,det,O.
432,3,de,prep,cette,det,édition,nc,VIRGULE,ponctw,sa,det,O.
433,4,cette,det,édition,nc,VIRGULE,ponctw,sa,det,majesté,nc,O.
435,6,VIRGULE,ponctw,sa,det,majesté,nc,le,det,roi,nc,O.
437,8,majesté,nc,le,det,roi,nc,a,v,accompli,v,O.
441,12,accompli,v,la,det,prière,nc,du,prep,vendredi,nc,O.
442,13,la,det,prière,nc,du,prep,vendredi,nc,à_la,adv,O.
443,14,prière,nc,du,prep,vendredi,nc,à_la,adv,mosquée,nc,O.
445,16,vendredi,nc,à_la,adv,mosquée,nc,Mohamed,np,V,np,B-geoloc.
446,17,à_la,adv,mosquée,nc,Mohamed,np,V,np,de,prep,I-geoloc.
447,18,mosquée,nc,Mohamed,np,V,np,de,prep,Tanger,np,I-geoloc.
448,19,Mohamed,np,V,np,de,prep,Tanger,np,POINT,ponctw,I-geoloc.
449,20,V,np,de,prep,Tanger,np,POINT,ponctw,XX,XX,I-geoloc.
450,21,de,prep,Tanger,np,POINT,ponctw,XX,XX,XX,XX,O.
455,3,collectif,adj,des,prep,associations,nc,des,prep,droits,nc,I-org.
456,4,des,prep,associations,nc,des,prep,droits,nc,de,prep,I-org.
457,5,associations,nc,des,prep,droits,nc,de,prep,l',det,I-org.
459,7,droits,nc,de,prep,l',det,Homme,np,au,prep,I-org.
460,8,de,prep,l',det,Homme,np,au,prep,Sahara,np,I-org.
461,9,l',det,Homme,np,au,prep,Sahara,np,appellent,v,I-org.
462,10,Homme,np,au,prep,Sahara,np,appellent,v,Kofi_Annan,np,I-org.
464,12,Sahara,np,appellent,v,Kofi_Annan,np,à,prep,intervenir,v,B-person.
469,17,pour,prep,mettre,v,fin,nc,au,prep,calvaire,nc,O.
470,18,mettre,v,fin,nc,au,prep,calvaire,nc,des,prep,O.
471,19,fin,nc,au,prep,calvaire,nc,des,prep,*,ponctw,O.
473,21,calvaire,nc,des,prep,*,ponctw,seq,adj,(,ponctw,O.
475,23,*,ponctw,seq,adj,(,ponctw,uestrés,nc,),ponctw,O.
476,24,seq,adj,(,ponctw,uestrés,nc,),ponctw,des,det,O.
477,25,(,ponctw,uestrés,nc,),ponctw,des,det,séquestrés,v,O.
481,29,séquestrés,v,de,prep,Tindouf,np,POINT,ponctw,XX,XX,B-geoloc.
482,30,de,prep,Tindouf,np,POINT,ponctw,XX,XX,XX,XX,O.
484,0,XX,XX,XX,XX,Golfe,np,VIRGULE,ponctw,les,det,B-geoloc.
485,1,XX,XX,Golfe,np,VIRGULE,ponctw,les,det,américains,nc,O.
487,3,VIRGULE,ponctw,les,det,américains,nc,VIRGULE,ponctw,l',det,O.
488,4,les,det,américains,nc,VIRGULE,ponctw,l',det,!,ponctw,O.
490,6,VIRGULE,ponctw,l',det,!,ponctw,XX,XX,XX,XX,B-org.
494,2,et,coo,les,det,hommes,nc,politiques,adj,irakiens,adj,O.
495,3,les,det,hommes,nc,politiques,adj,irakiens,adj,mènent,v,O.
496,4,hommes,nc,politiques,adj,irakiens,adj,mènent,v,les,det,O.
499,7,mènent,v,les,det,dernières,adj,tractations,nc,sur,prep,O.
500,8,les,det,dernières,adj,tractations,nc,sur,prep,la,det,O.
503,11,sur,prep,la,det,formation,nc,du,prep,Conseil,nc,O.
504,12,la,det,formation,nc,du,prep,Conseil,nc,de,prep,O.
505,13,formation,nc,du,prep,Conseil,nc,de,prep,gouvernement,nc,B-org.
506,14,du,prep,Conseil,nc,de,prep,gouvernement,nc,transitoire,adj,I-org.
507,15,Conseil,nc,de,prep,gouvernement,nc,transitoire,adj,VIRGULE,ponctw,I-org.
508,16,de,prep,gouvernement,nc,transitoire,adj,VIRGULE,ponctw,tandis_que,csu,I-org.
509,17,gouvernement,nc,transitoire,adj,VIRGULE,ponctw,tandis_que,csu,sur,prep,O.
513,21,sur,prep,le,det,terrain,nc,les,det,forces,nc,O.
515,23,terrain,nc,les,det,forces,nc,américaines,adj,tirent,v,O.
516,24,les,det,forces,nc,américaines,adj,tirent,v,au,prep,O.
519,27,tirent,v,au,prep,char,nc,VIRGULE,ponctw,une,det,O.
520,28,au,prep,char,nc,VIRGULE,ponctw,une,det,première,adj,O.
525,33,depuis,prep,la,det,fin,nc,annoncée,v,de,prep,O.
529,37,de,prep,la,det,guerre,nc,POINT,ponctw,XX,XX,O.
530,38,la,det,guerre,nc,POINT,ponctw,XX,XX,XX,XX,O.
533,1,XX,XX,les,det,développements,nc,de,prep,ces,det,O.
536,4,de,prep,ces,det,titres,nc,VIRGULE,ponctw,sa,det,O.
537,5,ces,det,titres,nc,VIRGULE,ponctw,sa,det,majesté,nc,O.
539,7,VIRGULE,ponctw,sa,det,majesté,nc,le,det,roi,nc,O.
541,9,majesté,nc,le,det,roi,nc,Mohamed,np,VI,np,O.
542,10,le,det,roi,nc,Mohamed,np,VI,np,Amir,np,B-person.
543,11,roi,nc,Mohamed,np,VI,np,Amir,np,Al,np,I-person.
544,12,Mohamed,np,VI,np,Amir,np,Al,np,Mouminine,np,O.
545,13,VI,np,Amir,np,Al,np,Mouminine,np,a,v,O.
546,14,Amir,np,Al,np,Mouminine,np,a,v,accompli,v,O.
550,18,accompli,v,la,det,prière,nc,du,prep,vendredi,nc,O.
551,19,la,det,prière,nc,du,prep,vendredi,nc,à_la,adv,O.
552,20,prière,nc,du,prep,vendredi,nc,à_la,adv,*,ponctw,O.
554,22,vendredi,nc,à_la,adv,*,ponctw,mosquée,nc,à_la,adv,O.
555,23,à_la,adv,*,ponctw,mosquée,nc,à_la,adv,mosquée,nc,O.
557,25,mosquée,nc,à_la,adv,mosquée,nc,Mohamed,np,V,np,B-geoloc.
558,26,à_la,adv,mosquée,nc,Mohamed,np,V,np,de,prep,I-geoloc.
559,27,mosquée,nc,Mohamed,np,V,np,de,prep,Tanger,np,I-geoloc.
560,28,Mohamed,np,V,np,de,prep,Tanger,np,POINT,ponctw,I-geoloc.
561,29,V,np,de,prep,Tanger,np,POINT,ponctw,XX,XX,I-geoloc.
562,30,de,prep,Tanger,np,POINT,ponctw,XX,XX,XX,XX,O.
566,2,à,prep,son,det,arrivée,nc,à_la,adv,mosquée,nc,O.
568,4,arrivée,nc,à_la,adv,mosquée,nc,VIRGULE,ponctw,le,det,O.
569,5,à_la,adv,mosquée,nc,VIRGULE,ponctw,le,det,souverain,nc,O.
571,7,VIRGULE,ponctw,le,det,souverain,nc,était,v,salué,v,O.
575,11,salué,v,par,prep,Mustapha,np,Sahel,np,VIRGULE,ponctw,B-person.
576,12,par,prep,Mustapha,np,Sahel,np,VIRGULE,ponctw,ministre,nc,I-person.
577,13,Mustapha,np,Sahel,np,VIRGULE,ponctw,ministre,nc,de,prep,O.
578,14,Sahel,np,VIRGULE,ponctw,ministre,nc,de,prep,l',det,O.
581,17,de,prep,l',det,intérieur,nc,VIRGULE,ponctw,les,det,O.
582,18,l',det,intérieur,nc,VIRGULE,ponctw,les,det,autorités,nc,O.
584,20,VIRGULE,ponctw,les,det,autorités,nc,locales,adj,VIRGULE,ponctw,O.
585,21,les,det,autorités,nc,locales,adj,VIRGULE,ponctw,les,det,O.
586,22,autorités,nc,locales,adj,VIRGULE,ponctw,les,det,élus,nc,O.
588,24,VIRGULE,ponctw,les,det,élus,nc,et,coo,le,det,O.
591,27,et,coo,le,det,président,nc,du,prep,Conseil,np,O.
592,28,le,det,président,nc,du,prep,Conseil,np,régional,adj,O.
593,29,président,nc,du,prep,Conseil,np,régional,adj,des,prep,B-org.
594,30,du,prep,Conseil,np,régional,adj,des,prep,Ouléma,np,I-org.
596,32,régional,adj,des,prep,Ouléma,np,ainsi_que,coo,par,prep,I-org.
600,36,par,prep,d',det,autres,adj,personnalités,nc,VIRGULE,ponctw,O.
601,37,d',det,autres,adj,personnalités,nc,VIRGULE,ponctw,à,prep,O.
602,38,autres,adj,personnalités,nc,VIRGULE,ponctw,à,prep,l',det,O.
605,41,à,prep,l',det,entrée,nc,de,prep,la,det,O.
608,44,de,prep,la,det,mosquée,nc,sa,det,majesté,nc,O.
610,46,mosquée,nc,sa,det,majesté,nc,le,det,roi,nc,O.
612,48,majesté,nc,le,det,roi,nc,Mohamed,np,VI,np,O.
613,49,le,det,roi,nc,Mohamed,np,VI,np,Amir,np,B-person.
614,50,roi,nc,Mohamed,np,VI,np,Amir,np,Al,np,I-person.
615,51,Mohamed,np,VI,np,Amir,np,Al,np,Mouminine,np,B-person.
616,52,VI,np,Amir,np,Al,np,Mouminine,np,a,v,I-person.
617,53,Amir,np,Al,np,Mouminine,np,a,v,été,v,I-person.
622,58,salué,v,par,prep,Ahmed,np,Taoufik,np,ministre,nc,B-person.
623,59,par,prep,Ahmed,np,Taoufik,np,ministre,nc,des,prep,I-person.
624,60,Ahmed,np,Taoufik,np,ministre,nc,des,prep,habous,nc,O.
625,61,Taoufik,np,ministre,nc,des,prep,habous,nc,et,coo,O.
626,62,ministre,nc,des,prep,habous,nc,et,coo,des,prep,O.
629,65,et,coo,des,prep,affaires,nc,islamiques,adj,POINT,ponctw,O.
630,66,des,prep,affaires,nc,islamiques,adj,POINT,ponctw,XX,XX,O.
631,67,affaires,nc,islamiques,adj,POINT,ponctw,XX,XX,XX,XX,O.
635,2,dans,prep,son,det,prêche,nc,l',det,Imam,np,O.
636,3,son,det,prêche,nc,l',det,Imam,np,a,v,O.
637,4,prêche,nc,l',det,Imam,np,a,v,abordé,v,O.
641,8,abordé,v,le,det,concept,nc,de,prep,juste_milieu,nc,O.
642,9,le,det,concept,nc,de,prep,juste_milieu,nc,en,prep,O.
643,10,concept,nc,de,prep,juste_milieu,nc,en,prep,Islam,np,O.
644,11,de,prep,juste_milieu,nc,en,prep,Islam,np,VIRGULE,ponctw,O.
645,12,juste_milieu,nc,en,prep,Islam,np,VIRGULE,ponctw,soulignant,v,O.
646,13,en,prep,Islam,np,VIRGULE,ponctw,soulignant,v,à_cet_égard,adv,O.
650,17,à_cet_égard,adv,que,csu,la,det,Oumma,np,islamique,adj,O.
651,18,que,csu,la,det,Oumma,np,islamique,adj,est,v,O.
652,19,la,det,Oumma,np,islamique,adj,est,v,à_juste_titre,adv,O.
656,23,à_juste_titre,adv,une,det,nation,nc,de,prep,juste_milieu,nc,O.
657,24,une,det,nation,nc,de,prep,juste_milieu,nc,VIRGULE,ponctw,O.
658,25,nation,nc,de,prep,juste_milieu,nc,VIRGULE,ponctw,avec,prep,O.
659,26,de,prep,juste_milieu,nc,VIRGULE,ponctw,avec,prep,la,det,O.
662,29,avec,prep,la,det,pleine,adj,acceptation,nc,du,prep,O.
663,30,la,det,pleine,adj,acceptation,nc,du,prep,terme,nc,O.
664,31,pleine,adj,acceptation,nc,du,prep,terme,nc,VIRGULE,ponctw,O.
665,32,acceptation,nc,du,prep,terme,nc,VIRGULE,ponctw,alliant,v,O.
666,33,du,prep,terme,nc,VIRGULE,ponctw,alliant,v,les,det,O.
669,36,alliant,v,les,det,aspects,nc,spirituels,adj,et,coo,O.
