3	don	nc	O
4	de	prep	O
5	quatre	det	O
6	tonnes	nc	O
7	de	prep	O
8	médicaments	nc	O
9	à_la	prep	O
10	Mauritanie	np	B-org
11	.	ponctw	O
	
0	attentat	nc	O
1	de	prep	O
2	Casablanca	np	B-geoloc
3	dans	prep	O
4	le	det	O
5	cadre	nc	O
6	des	prep	O
7	investigations	nc	O
8	menées	v	O
9	par	prep	O
10	la	det	O
11	police	nc	O
12	judiciaire	adj	O
13	pour	prep	O
14	appréhender	v	O
15	les	det	O
16	personnes	nc	O
17	impliquées	v	O
18	dans	prep	O
19	les	det	O
20	actes	nc	O
21	terroristes	adj	O
22	du	prep	O
23	seize	adj	O
24	mai	nc	O
25	,	ponctw	O
26	vingt	det	O
27	personnes	nc	O
28	ont	v	O
29	été	v	O
30	présentées	v	O
31	au	prep	O
32	parquet	nc	O
33	près	prep	O
34	la	det	O
35	cour	nc	B-geoloc
36	d'	prep	I-geoloc
37	appel	nc	I-geoloc
38	de	prep	I-geoloc
39	Rabat	np	I-geoloc
40	.	ponctw	O
	
0	au	prep	O
1	dossier	nc	O
2	international	adj	O
3	Proche_Orient	np	B-geoloc
4	:	ponctw	O
	
0	libération	nc	O
1	des	prep	O
2	détenus	nc	O
3	reste	v	O
4	la	det	O
5	principale	adj	O
6	question	nc	O
7	pour	prep	O
8	les	det	O
9	palestiniens	nc	O
10	et	coo	O
11	devait	v	O
12	être	v	O
13	abordée	v	O
14	lors_d'	prep	O
15	une	det	O
16	rencontre	nc	O
17	prévue	v	O
18	dans	prep	O
19	la	det	O
20	soirée	nc	O
21	entre	prep	O
22	le	det	O
23	ministre	nc	O
24	palestinien	adj	O
25	délégué	nc	O
26	à_la	adv	O
27	sécurité	nc	O
28	Mohammad	np	B-person
29	Dahlane	np	I-person
30	et	coo	O
31	le	det	O
32	ministre	nc	O
33	de	prep	O
34	la	det	O
35	défense	nc	O
36	israélien	adj	O
37	Shaul	np	B-person
38	Mofaz	np	I-person
39	en	prep	O
40	Irak	np	B-geoloc
41	deux	det	O
42	soldats	nc	O
43	américains	adj	O
44	ont	v	O
45	été	v	O
46	tués	v	O
47	hier	adv	O
48	soir	nc	O
49	dans	prep	O
50	le	det	O
51	centre	nc	O
52	de	prep	O
53	l'	det	O
54	Irak	np	B-geoloc
55	lors_de	prep	O
56	deux	det	O
57	attaques	nc	O
58	séparées	adj	O
59	contre	prep	O
60	des	det	O
61	convois	nc	O
62	militaires	adj	O
63	et	coo	O
64	le	det	O
65	président	nc	O
66	américain	adj	O
67	George	np	B-person
68	Bush	np	I-person
69	a	v	O
70	reconnu	v	O
71	à	prep	O
72	*	ponctw	B-geoloc
73	Gaborone	np	I-geoloc
74	que	csu	O
75	Washington	np	B-org
76	était	v	O
77	confronté	v	O
78	à	prep	O
79	un	det	O
80	problème	nc	O
81	de	prep	O
82	sécurité	nc	O
83	en	prep	O
84	Irak	np	B-geoloc
85	.	poncts	O
	
0	enfin	adv	O
1	le	det	O
2	président	nc	O
3	américain	adj	O
4	est	v	O
5	attendu	v	O
6	demain	adv	O
7	en	prep	O
8	Ouganda	np	B-geoloc
9	avant_dernière	adj	O
10	étape	nc	O
11	de	prep	O
12	sa	det	O
13	tournée	nc	O
14	africaine	adj	O
15	avant	prep	O
16	le	det	O
17	Nigéria	np	B-geoloc
18	.	ponctw	O
	
0	vous	cln	O
1	écoutez	v	O
2	RTM	np	B-org
3	Chaîne	np	I-org
4	Inter	np	I-org
5	votre	det	O
6	prochain	adj	O
7	rendez_vous	v	O
8	avec	prep	O
9	l'	det	O
10	information	nc	O
11	à	prep	O
12	vingt	det	O
13	deux	det	O
14	et	coo	O
15	vingt	det	O
16	trois	det	O
17	heures	nc	O
18	.	ponctw	O
	
0	vingt	det	O
1	trois	det	O
2	heures	nc	O
3	à	prep	O
4	l'	det	O
5	écoute	nc	O
6	d'	prep	O
7	RTM	np	B-org
8	Chaîne	np	I-org
9	Internationale	np	I-org
10	le	det	O
11	journal	nc	O
12	.	ponctw	O
	
0	madame	nc	O
1	,	ponctw	O
2	monsieur	nc	O
3	,	ponctw	O
4	bonsoir	nc	O
5	!	ponctw	O
	
0	sommaire	nc	O
1	de	prep	O
2	cette	det	O
3	édition	nc	O
4	,	ponctw	O
5	sa	det	O
6	majesté	nc	O
7	le	det	O
8	roi	nc	O
9	a	v	O
10	accompli	v	O
11	la	det	O
12	prière	nc	O
13	du	prep	O
14	vendredi	nc	O
15	à_la	adv	O
16	mosquée	nc	B-geoloc
17	Mohamed	np	I-geoloc
18	V	np	I-geoloc
19	de	prep	I-geoloc
20	Tanger	np	I-geoloc
21	.	ponctw	O
	
0	le	det	O
1	collectif	adj	B-org
2	des	prep	I-org
3	associations	nc	I-org
4	des	prep	I-org
5	droits	nc	I-org
6	de	prep	I-org
7	l'	det	I-org
8	Homme	np	I-org
9	au	prep	I-org
10	Sahara	np	I-org
11	appellent	v	O
12	Kofi_Annan	np	B-person
13	à	prep	O
14	intervenir	v	O
15	pour	prep	O
16	mettre	v	O
17	fin	nc	O
18	au	prep	O
19	calvaire	nc	O
20	des	prep	O
21	*	ponctw	O
22	seq	adj	O
23	(	ponctw	O
24	uestrés	nc	O
25	)	ponctw	O
26	des	det	O
27	séquestrés	v	O
28	de	prep	O
29	Tindouf	np	B-geoloc
30	.	ponctw	O
	
0	Golfe	np	B-geoloc
1	,	ponctw	O
2	les	det	O
3	américains	nc	O
4	,	ponctw	O
5	l'	det	O
6	!	ponctw	B-org
	
0	et	coo	O
1	les	det	O
2	hommes	nc	O
3	politiques	adj	O
4	irakiens	adj	O
5	mènent	v	O
6	les	det	O
7	dernières	adj	O
8	tractations	nc	O
9	sur	prep	O
10	la	det	O
11	formation	nc	O
12	du	prep	O
13	Conseil	nc	B-org
14	de	prep	I-org
15	gouvernement	nc	I-org
16	transitoire	adj	I-org
17	,	ponctw	O
18	tandis_que	csu	O
19	sur	prep	O
20	le	det	O
21	terrain	nc	O
22	les	det	O
23	forces	nc	O
24	américaines	adj	O
25	tirent	v	O
26	au	prep	O
27	char	nc	O
28	,	ponctw	O
29	une	det	O
30	première	adj	O
31	depuis	prep	O
32	la	det	O
33	fin	nc	O
34	annoncée	v	O
35	de	prep	O
36	la	det	O
37	guerre	nc	O
38	.	ponctw	O
	
0	les	det	O
1	développements	nc	O
2	de	prep	O
3	ces	det	O
4	titres	nc	O
5	,	ponctw	O
6	sa	det	O
7	majesté	nc	O
8	le	det	O
9	roi	nc	O
10	Mohamed	np	B-person
11	VI	np	I-person
12	Amir	np	O
13	Al	np	O
14	Mouminine	np	O
15	a	v	O
16	accompli	v	O
17	la	det	O
18	prière	nc	O
19	du	prep	O
20	vendredi	nc	O
21	à_la	adv	O
22	*	ponctw	O
23	mosquée	nc	O
24	à_la	adv	O
25	mosquée	nc	B-geoloc
26	Mohamed	np	I-geoloc
27	V	np	I-geoloc
28	de	prep	I-geoloc
29	Tanger	np	I-geoloc
30	.	ponctw	O
	
0	à	prep	O
1	son	det	O
2	arrivée	nc	O
3	à_la	adv	O
4	mosquée	nc	O
5	,	ponctw	O
6	le	det	O
7	souverain	nc	O
8	était	v	O
9	salué	v	O
10	par	prep	O
11	Mustapha	np	B-person
12	Sahel	np	I-person
13	,	ponctw	O
14	ministre	nc	O
15	de	prep	O
16	l'	det	O
17	intérieur	nc	O
18	,	ponctw	O
19	les	det	O
20	autorités	nc	O
21	locales	adj	O
22	,	ponctw	O
23	les	det	O
24	élus	nc	O
25	et	coo	O
26	le	det	O
27	président	nc	O
28	du	prep	O
29	Conseil	np	B-org
30	régional	adj	I-org
31	des	prep	I-org
32	Ouléma	np	I-org
33	ainsi_que	coo	O
34	par	prep	O
35	d'	det	O
36	autres	adj	O
37	personnalités	nc	O
38	,	ponctw	O
39	à	prep	O
40	l'	det	O
41	entrée	nc	O
42	de	prep	O
43	la	det	O
44	mosquée	nc	O
45	sa	det	O
46	majesté	nc	O
47	le	det	O
48	roi	nc	O
49	Mohamed	np	B-person
50	VI	np	I-person
51	Amir	np	B-person
52	Al	np	I-person
53	Mouminine	np	I-person
54	a	v	O
55	été	v	O
56	salué	v	O
57	par	prep	O
58	Ahmed	np	B-person
59	Taoufik	np	I-person
60	ministre	nc	O
61	des	prep	O
62	habous	nc	O
63	et	coo	O
64	des	prep	O
65	affaires	nc	O
66	islamiques	adj	O
67	.	ponctw	O
	
0	dans	prep	O
1	son	det	O
2	prêche	nc	O
3	l'	det	O
4	Imam	np	O
5	a	v	O
6	abordé	v	O
7	le	det	O
8	concept	nc	O
9	de	prep	O
10	juste_milieu	nc	O
11	en	prep	O
12	Islam	np	O
13	,	ponctw	O
14	soulignant	v	O
15	à_cet_égard	adv	O
16	que	csu	O
17	la	det	O
18	Oumma	np	O
19	islamique	adj	O
20	est	v	O
21	à_juste_titre	adv	O
22	une	det	O
23	nation	nc	O
24	de	prep	O
25	juste_milieu	nc	O
26	,	ponctw	O
27	avec	prep	O
28	la	det	O
29	pleine	adj	O
30	acceptation	nc	O
31	du	prep	O
32	terme	nc	O
33	,	ponctw	O
34	alliant	v	O
35	les	det	O
36	aspects	nc	O
37	spirituels	adj	O
38	et	coo	O
39	matériels	nc	O
40	sans	prep	O
41	toutefois	adv	O
42	tomber	v	O
43	dans	prep	O
44	l'	det	O
45	excès	nc	O
46	.	ponctw	O
	
0	la	det	O
1	Oumma	np	O
2	islamique	adj	O
3	a	v	O
4	ajouté	v	O
5	le	det	O
6	prédicateur	nc	O
7	prône	v	O
8	également	adv	O
9	le	det	O
10	juste_milieu	nc	O
11	dans	prep	O
12	la	det	O
13	réflexion	nc	O
14	et	coo	O
15	les	det	O
16	sentiments	nc	O
17	et	coo	O
18	ne	advneg	O
19	s'	clr	O
20	accommode	v	O
21	pas	advneg	O
22	des	det	O
23	choses	nc	O
24	désuètes	adj	O
25	,	ponctw	O
26	et	coo	O
27	ne	advneg	O
28	récuse	v	O
29	pas	advneg	O
30	l'	det	O
31	ijtihade	nc	O
32	et	coo	O
33	les	det	O
34	sources	nc	O
35	de	prep	O
36	rec	nc	O
37	(	ponctw	O
38	onnaissance	nc	O
39	)	ponctw	O
40	de	prep	O
41	connaissances	nc	O
42	,	ponctw	O
43	comme	prep	O
44	elle	cln	O
45	n'	advneg	O
46	accepte	v	O
47	pas	advneg	O
48	la	det	O
49	nouveauté	nc	O
50	et	coo	O
51	la	det	O
52	modernité	nc	O
53	sans_qu'	csu	O
54	ils	cln	O
55	soient	v	O
56	conformes	v	O
57	à_la	prep	O
58	charia	nc	O
59	et	coo	O
60	à_la	adv	O
61	raison	nc	O
62	.	ponctw	O
	
0	l'	det	O
1	action	nc	O
2	bénéfique	adj	O
3	est	v	O
4	celle	pro	O
5	qui	prorel	O
6	sert	v	O
7	la	det	O
8	personne	nc	O
9	dans	prep	O
10	sa	det	O
11	vie	nc	O
12	comme	prep	O
13	dans	prep	O
14	l'	det	O
15	*	ponctw	O
16	au_delà	adv	O
17	et	coo	O
18	propage	v	O
19	le	det	O
20	bien	adv	O
21	aussi	adv	O
22	bien	adv	O
23	pour	prep	O
24	l'	det	O
25	individu	nc	O
26	que	prorel	O
27	pour	prep	O
28	la	det	O
29	société	nc	O
30	a	v	O
31	indiqué	v	O
32	l'	det	O
33	Imam	np	O
34	,	ponctw	O
35	il	cln	O
36	a	v	O
37	affirmé	v	O
38	que	csu	O
39	l'	det	O
40	action	nc	O
41	de	prep	O
42	l'	det	O
43	Imam	np	O
44	juste	adj	O
45	est	v	O
46	meilleure	adj	O
47	que	csu	O
48	celle	pro	O
49	d'	prep	O
50	un	det	O
51	fidèle	adj	O
52	qui	prorel	O
53	se	clr	O
54	consacre	v	O
55	uniquement	adv	O
56	à_la	prep	O
57	dévotion	nc	O
58	de	prep	O
59	Dieu	np	O
60	.	ponctw	O
	
0	dans	prep	O
1	la	det	O
2	mesure	nc	O
3	où	prorel	O
4	le	det	O
5	premier	adj	O
6	peut	v	O
7	entreprendre	v	O
8	des	det	O
9	décisions	nc	O
10	qui	prorel	O
11	rétablissent	v	O
12	dans	prep	O
13	leurs	det	O
14	droits	nc	O
15	des	prep	O
16	personnes	nc	O
17	victimes	adj	O
18	d'	prep	O
19	une	det	O
20	injustice	nc	O
21	,	ponctw	O
22	comblent	v	O
23	les	det	O
24	démunis	nc	O
25	,	ponctw	O
26	ou	coo	O
27	encore	adv	O
28	décide	v	O
29	de	prep	O
30	sanctions	nc	O
31	à_l'encontre_de	prep	O
32	dépravés	nc	O
33	et	coo	O
34	réunit	v	O
35	les	det	O
36	conditions	nc	O
37	aux	prep	O
38	égarés	adj	O
39	pour_qu'	csu	O
40	ils	cln	O
41	retrouvent	v	O
42	le	det	O
43	droit	nc	O
44	chemin	nc	O
45	.	ponctw	O
	
0	il	cln	O
1	a	v	O
2	affirmé	v	O
3	que	csu	O
4	sa	det	O
5	majesté	nc	O
6	le	det	O
7	roi	nc	O
8	Mohamed	np	B-person
9	VI	np	I-person
10	Amir	np	O
11	Al	np	O
12	Mouminine	np	O
13	fait	v	O
14	partie	nc	O
15	de	prep	O
16	cette	det	O
17	catégorie	nc	O
18	bénie	v	O
19	des	prep	O
20	souverains	nc	O
21	bienfaiteurs	nc	O
22	et	coo	O
23	dévoués	v	O
24	.	ponctw	O
	
0	à_l'occasion_de	prep	O
1	la	det	O
2	journée	nc	O
3	mondiale	adj	O
4	des	prep	O
5	réfugiés	nc	O
6	,	ponctw	O
7	le	det	O
8	collectif	adj	O
9	des	prep	O
10	associations	nc	O
11	des	prep	O
12	droits	nc	O
13	de	prep	O
14	l'	det	O
15	Homme	np	O
16	au	prep	O
17	Sahara	np	B-geoloc
18	a	v	O
19	adressé	v	O
20	un	det	O
21	message	nc	O
22	au	prep	O
23	secrétaire	nc	O
24	général	adj	O
25	des	prep	O
26	Nations_unies	np	B-org
27	Kofi_Annan	np	B-person
28	,	ponctw	O
29	l'	det	O
30	exhortant	v	O
31	à	prep	O
32	intervenir	v	O
33	pour	prep	O
34	mettre	v	O
35	fin	nc	O
36	au	prep	O
37	calvaire	nc	O
38	des	prep	O
39	marocains	nc	O
40	séquestrés	v	O
41	dans	prep	O
42	les	det	O
43	camps	nc	O
44	de	prep	O
45	Tindouf	np	B-geoloc
46	.	ponctw	O
	
0	dans	prep	O
1	ce	det	O
2	message	nc	O
3	le	det	O
4	collectif	adj	O
5	rappelle	v	O
6	la	det	O
7	situation	nc	O
8	précaire	adj	O
9	de	prep	O
10	milliers	nc	O
11	de	prep	O
12	Marocains	np	O
13	,	ponctw	O
14	hommes	nc	O
15	,	ponctw	O
16	femmes	nc	O
17	et	coo	O
18	enfants	nc	O
19	,	ponctw	O
20	séquestrés	v	O
21	depuis	prep	O
22	plus	adv	O
23	de	prep	O
24	vingt	adj	O
25	sept	det	O
26	ans	nc	O
27	contre	prep	O
28	leur	det	O
29	volonté	nc	O
30	dans	prep	O
31	les	det	O
32	camps	nc	O
33	de	prep	O
34	Tindouf	np	B-geoloc
35	,	ponctw	O
36	vivant	v	O
37	sous	prep	O
38	des	det	O
39	tentes	nc	O
40	de	prep	O
41	fortunes	nc	O
42	,	ponctw	O
43	dans	prep	O
44	un	det	O
45	milieu	nc	O
46	naturel	adj	O
47	inhospitalier	adj	O
48	,	ponctw	O
49	pour	prep	O
50	être	v	O
51	utilisés	v	O
52	par	prep	O
53	le	det	O
54	Polisario	np	B-org
55	comme	prep	O
56	moyen	nc	O
57	de	prep	O
58	pression	nc	O
59	et	coo	O
60	de	prep	O
61	chantage	nc	O
62	sur	prep	O
63	la	det	O
64	communauté	nc	O
65	internationale	adj	O
66	,	ponctw	O
67	et	coo	O
68	pour	prep	O
69	collecter	v	O
70	les	det	O
71	aides	nc	O
72	humanitaires	adj	O
73	octroyées	v	O
74	par	prep	O
75	les	det	O
76	gouvernements	nc	O
77	et	coo	O
78	les	det	O
79	ONG	np	O
80	.	ponctw	O
	
0	il	cln	O
1	souligne	v	O
2	également	adv	O
3	les	det	O
4	violations	nc	O
5	systématiques	adj	O
6	des	prep	O
7	droits	nc	O
8	les	det	O
9	plus	adv	O
10	élémentaires	adj	O
11	de	prep	O
12	ces	det	O
13	victimes	nc	O
14	,	ponctw	O
15	devenues	v	O
16	au	prep	O
17	fil	nc	O
18	du	prep	O
19	temps	nc	O
20	otages	nc	O
21	d'	prep	O
22	une	det	O
23	poignée	nc	O
24	de	prep	O
25	séparatistes	nc	O
26	disposés	v	O
27	à	prep	O
28	commettre	v	O
29	toutes_les	det	O
30	horreurs	nc	O
31	pour	prep	O
32	atteindre	v	O
33	leur	det	O
34	but	nc	O
35	.	ponctw	O
	
0	le	det	O
1	Premier	np	O
2	ministre	nc	O
3	Driss	np	B-person
4	Jettou	np	I-person
5	a	v	O
6	présidé	v	O
7	à	prep	O
8	Rabat	np	B-geoloc
9	le	det	O
10	Conseil	np	O
11	d'	prep	O
12	administration	nc	O
13	de	prep	O
14	l'	det	O
15	Agence	np	B-org
16	nationale	adj	I-org
17	de	prep	I-org
18	réglementation	nc	I-org
19	des	prep	I-org
20	communications	nc	I-org
21	appelé	v	O
22	lors_de	prep	O
23	cette	det	O
24	session	nc	O
25	à	prep	O
26	se	clr	O
27	prononcer	v	O
28	sur	prep	O
29	le	det	O
30	budget	nc	O
31	deux	adj	O
32	mille	nc	O
33	trois	adj	O
34	et	coo	O
35	sur_le_plan_d'	prep	O
36	action	nc	O
37	de	prep	O
38	l'	det	O
39	agence	nc	O
40	.	ponctw	O
	
0	lors_de	prep	O
1	cette	det	O
2	session	nc	O
3	le	det	O
4	Premier	np	O
5	ministre	nc	O
6	a	v	O
7	mis	v	O
8	en	prep	O
9	exergue	nc	O
10	la	det	O
11	forte	adj	O
12	progression	nc	O
13	des	prep	O
14	services	nc	O
15	de	prep	O
16	télécommunications	nc	O
17	,	ponctw	O
18	et	coo	O
19	les	det	O
20	importantes	adj	O
21	baisses	nc	O
22	de	prep	O
23	prix	nc	O
24	qui	prorel	O
25	l'	clo	O
26	ont	v	O
27	accompagnée	v	O
28	,	ponctw	O
29	rappelons	v	O
30	la	det	O
31	ferme	nc	O
32	volonté	nc	O
33	du	prep	O
34	gouvernement	nc	O
35	de	prep	O
36	soutenir	v	O
37	le	det	O
38	processus	nc	O
39	de	prep	O
40	libéralisation	nc	O
41	du	prep	O
42	secteur	nc	O
43	,	ponctw	O
44	indique	v	O
45	un	det	O
46	communiqué	nc	O
47	de	prep	O
48	la	det	O
49	Primature	np	O
50	.	ponctw	O
	
0	évoquant	v	O
1	le	det	O
2	volet	nc	O
3	de	prep	O
4	la	det	O
5	formation	nc	O
6	Driss	np	B-person
7	Jettou	np	I-person
8	a	v	O
9	appelé	v	O
10	à	prep	O
11	l'	det	O
12	accélération	nc	O
13	du	prep	O
14	projet	nc	O
15	de	prep	O
16	développement	nc	O
17	de	prep	O
18	l'	det	O
19	Institut	np	B-org
20	national	adj	I-org
21	des	prep	I-org
22	postes	nc	I-org
23	et	coo	I-org
24	télécommunications	nc	I-org
25	,	ponctw	O
26	visant	v	O
27	la	det	O
28	diversification	nc	O
29	des	prep	O
30	spécialisations	nc	O
31	et	coo	O
32	l'	det	O
33	augmentation	nc	O
34	de	prep	O
35	la	det	O
36	capacité	nc	O
37	de	prep	O
38	formation	nc	O
39	de	prep	O
40	cet	det	O
41	institut	nc	O
42	;	ponctw	O
43	le	det	O
44	débat	nc	O
45	qui	prorel	O
46	a	v	O
47	suivi	v	O
48	la	det	O
49	présentation	nc	O
50	des	prep	O
51	rapports	nc	O
52	par	prep	O
53	la	det	O
54	direction	nc	O
55	de	prep	O
56	l'	det	O
57	ANRT	np	B-org
58	a	v	O
59	re	v	O
60	(	ponctw	O
61	)	ponctw	O
62	notamment	adv	O
63	porté	v	O
64	sur	prep	O
65	les	det	O
66	moyens	nc	O
67	de	prep	O
68	favoriser	v	O
69	le	det	O
70	développement	nc	O
71	du	prep	O
72	secteur	nc	O
73	de	prep	O
74	télécommunications	nc	O
75	,	ponctw	O
76	en_particulier	adv	O
77	ceux	pro	O
78	susceptibles	adj	O
79	de	prep	O
80	renforcer	v	O
81	certains	adj	O
82	services	nc	O
83	à	prep	O
84	valeur	nc	O
85	ajoutée	adj	O
86	,	ponctw	O
87	tels	adj	O
88	internet	nc	O
89	et	coo	O
90	la	det	O
91	téléphonie	nc	O
92	fixe	adj	O
93	,	ponctw	O
94	souligne	v	O
95	t_on	adv	O
96	de	prep	O
97	même	adj	O
98	source	nc	O
99	.	ponctw	O
	
0	en	prep	O
1	actualité	nc	O
2	internationale	adj	O
3	,	ponctw	O
4	le	det	O
5	Golfe	np	B-geoloc
6	,	ponctw	O
7	les	det	O
8	américains	nc	O
9	,	ponctw	O
10	l'	det	O
11	!	ponctw	B-org
	
0	et	coo	O
1	les	det	O
2	hommes	nc	O
3	politiques	adj	O
4	irakiens	adj	O
5	menaient	v	O
6	ce	det	O
7	vendredi	nc	O
8	les	det	O
9	dernières	adj	O
10	tractations	nc	O
11	sur	prep	O
12	la	det	O
13	formation	nc	O
14	du	prep	O
15	Conseil	nc	O
16	de	prep	O
17	gouvernement	nc	O
18	transitoire	adj	O
19	,	ponctw	O
20	tandis_que	csu	O
21	sur	prep	O
22	le	det	O
23	terrain	nc	O
24	les	det	O
25	forces	nc	O
26	américaines	adj	O
27	ont	v	O
28	tiré	v	O
29	au	prep	O
30	char	nc	O
31	,	ponctw	O
32	une	det	O
33	première	adj	O
34	depuis	prep	O
35	la	det	O
36	fin	nc	O
37	annoncée	v	O
38	de	prep	O
39	la	det	O
40	guerre	nc	O
41	.	ponctw	O
	
0	l'	det	O
1	armée	nc	O
2	américaine	adj	O
3	a	v	O
4	tiré	v	O
5	aux	prep	O
6	canons	nc	O
7	de	prep	O
8	char	nc	O
9	dans	prep	O
10	la	det	O
11	nuit	nc	O
12	de	prep	O
13	jeudi	nc	O
14	à	prep	O
15	vendredi	nc	O
16	à	prep	O
17	Ramadi	np	B-geoloc
18	à	prep	O
19	cent	det	O
20	kilomètres	nc	O
21	à	prep	O
22	l'	det	O
23	ouest	nc	O
24	de	prep	O
25	Bagdad	np	B-geoloc
26	,	ponctw	O
27	où	prorel	O
28	la	det	O
29	base	nc	O
30	américaine	adj	O
31	a	v	O
32	été	v	O
33	attaquée	v	O
34	aux	prep	O
35	mortiers	nc	O
36	.	ponctw	O
	
0	à	prep	O
1	Faloudja	np	B-geoloc
2	les	det	O
3	forces	nc	O
4	américaines	adj	O
5	ont	v	O
6	décidé	v	O
7	de	prep	O
8	réduire	v	O
9	leur	det	O
10	présence	nc	O
11	dans	prep	O
12	une	det	O
13	station	nc	O
14	de	prep	O
15	police	nc	O
16	,	ponctw	O
17	vingt	det	O
18	quatre	det	O
19	heures	nc	O
20	après	prep	O
21	une	det	O
22	manifestation	nc	O
23	de	prep	O
24	policiers	nc	O
25	contre	prep	O
26	leur	det	O
27	présence	nc	O
28	dans	prep	O
29	la	det	O
30	ville	nc	O
31	.	ponctw	O
	
0	les	det	O
1	forces	nc	O
2	américaines	adj	O
3	en	prep	O
4	Irak	np	B-geoloc
5	qui	prorel	O
6	ont	v	O
7	perdu	v	O
8	trente	det	O
9	et	coo	O
10	un	det	O
11	hommes	nc	O
12	dans	prep	O
13	des	det	O
